word,meaning,sentence,translation
transmit,～を送る，伝える,The radio transmits signals.,ラジオは信号を送る。
transmit,(病気など)をうつす,Mosquitoes can transmit diseases.,蚊は病気をうつすことがある。
endow,～を授ける,Nature endowed him with talent.,自然は彼に才能を授けた。
inherit,～を受け継ぐ,She inherited her father's property.,彼女は父の財産を受け継いだ。
retrieve,～を回収する，取り戻す,The dog retrieved the ball.,犬はボールを取ってきた。
retrieve,(ファイルなど)を検索する,I retrieved the file from my computer.,私はコンピューターからファイルを検索した。
displace,～に取って代わる,New technology displaced old methods.,新技術は古い方法に取って代わった。
displace,(戦争，災害などで)～を(故郷などから)追い出す,The war displaced many people.,戦争は多くの人々を故郷から追い出した。
bond,きずな,They share a strong bond.,彼らは強いきずなを共有している。
bond,公債，社債,The company issued bonds.,その会社は社債を発行した。
hospitality,もてなし，歓迎,We received warm hospitality.,私たちは温かいもてなしを受けた。
certificate,証明書，免許状，鑑定書,He received a certificate of completion.,彼は修了証を受け取った。
brochure,パンフレット,I picked up a travel brochure.,私は旅行パンフレットを手に取った。
outlet,(電気の)コンセント,The outlet is broken.,コンセントが壊れている。
outlet,(販売)店,They opened a new outlet.,彼らは新しい販売店を開いた。
outlet,(感情などの)はけ口,Writing is an outlet for her feelings.,書くことは彼女の感情のはけ口だ。
accommodation,(<米>―s)宿泊施設,We found cheap accommodation.,私たちは安い宿泊施設を見つけた。
haven,避難所、保護区,The island is a safe haven for birds.,その島は鳥の安全な保護区だ。
venue,開催地，会場,The venue was changed.,会場は変更された。
intersection,交差点,Turn left at the intersection.,交差点で左に曲がってください。
pavement,(主に<英>)歩道,People were walking on the pavement.,人々は歩道を歩いていた。
pedestrian,歩行者,The road is closed to pedestrians.,その道路は歩行者通行禁止だ。
excursion,小旅行，遠足,We went on an excursion.,私たちは小旅行に行った。
shipping,(商品の)発送,Shipping is free.,発送は無料です。
thread,糸,A thread came loose from my shirt.,シャツから糸がほつれた。
thread,～に糸を通す,She threaded the needle.,彼女は針に糸を通した。
ornament,(小さな)飾り，置物,The tree has many ornaments.,その木には多くの飾りがある。
cosmetic,(―s)化粧品,She sells cosmetics.,彼女は化粧品を販売している。
cosmetic,美容の，化粧(用)の,The company makes cosmetic products.,その会社は美容製品を作っている。
chamber,部屋,The king entered the chamber.,王は部屋に入った。
chamber,(協会などの)会議所，議院,The chamber discussed the issue.,議会はその問題を議論した。
commodity,商品,Oil is an important commodity.,石油は重要な商品である。
commodity,有用なもの,Time is a valuable commodity.,時間は価値あるものだ。
dwell,住む,Few people dwell there now.,現在そこに住む人は少ない。
dwell,(on ～)(～をくどくど)考える,Don't dwell on past mistakes.,過去の失敗をくよくよ考えるな。
acoustic,音響の,The hall has good acoustic qualities.,そのホールは音響特性が良い。
acoustic,(アンプを用いない)アコースティックの,He plays an acoustic guitar.,彼はアコースティックギターを弾く。
recipe,レシピ，調理法,This recipe is easy to follow.,このレシピは簡単に作れる。
recipe,秘訣，原因,Hard work is the recipe for success.,努力は成功の秘訣だ。
intake,摂取(量),Reduce your salt intake.,塩分摂取量を減らしなさい。
precede,～に先行する,A short speech preceded the event.,短いスピーチがイベントに先行した。
phase,段階，位相,The project is in its final phase.,その計画は最終段階にある。
priority,優先(事項),Safety is our top priority.,安全が最優先事項だ。
premise,前提,The argument is based on a false premise.,その議論は誤った前提に基づいている。
premise,(―s)(建物を含めた)敷地,Smoking is prohibited on the premises.,敷地内では喫煙禁止だ。
tomb,墓，古墳,They discovered an ancient tomb.,彼らは古代の墓を発見した。
legend,伝説，言い伝え,The story became a legend.,その話は伝説になった。
legend,伝説的人物,He is a baseball legend.,彼は野球界の伝説的人物だ。
masterpiece,傑作,This painting is a masterpiece.,この絵は傑作だ。
ritual,(宗教的)儀式,The ceremony is an ancient ritual.,その儀式は古代からの儀式だ。
ritual,儀式の,They performed a ritual dance.,彼らは儀式の踊りを行った。
worship,崇拝，礼拝,The temple is a place of worship.,その寺は礼拝の場所だ。
worship,～を崇拝する,Many people worship this god.,多くの人がこの神を崇拝する。
worship,(神社などに)お参りする,People worship at the shrine.,人々は神社にお参りする。
doctrine,(宗教上などの)教義,They follow a religious doctrine.,彼らは宗教上の教義に従う。
legacy,遺産〈可算〉,He left a great legacy.,彼は偉大な遺産を残した。
sin,(宗教上，道徳上の)罪,He confessed his sins.,彼は罪を告白した。
swear,誓う,I swear to tell the truth.,私は真実を話すと誓う。
swear,罵る,He swore when he was angry.,彼は怒ったとき罵った。
confess,（to ～）（～を）白状する,He confessed to the crime.,彼は犯罪を白状した。
confess,～を認める,She confessed her mistake.,彼女は自分の間違いを認めた。
carve,～を彫る，刻む,He carved a statue from wood.,彼は木から像を彫った。
murmur,つぶやく,She murmured his name.,彼女は彼の名前をつぶやいた。
verbal,言葉による,They had a verbal agreement.,彼らは口頭の合意をした。
oral,口述の,The exam includes an oral test.,試験には口述試験が含まれる。
oral,口の,Oral hygiene is important.,口腔衛生は重要だ。
eloquent,雄弁な,He gave an eloquent speech.,彼は雄弁なスピーチをした。
linguistic,言語の，言語学の,She studies linguistic differences.,彼女は言語学的な違いを研究している。
metaphor,隠喩，比喩,The poem uses a metaphor.,その詩は比喩を使っている。
prose,散文,He writes prose and poetry.,彼は散文と詩を書く。
narrative,語り，物語,The book has an interesting narrative.,その本には興味深い物語がある。
plot,（小説，演劇などの）筋,The plot of the movie was complex.,その映画の筋は複雑だった。
plot,悪だくみ，陰謀,They discovered a plot against the king.,彼らは王への陰謀を発見した。
draft,下書き，草稿,I wrote a draft of the report.,私はレポートの下書きを書いた。
draft,～を徴兵する,The army drafted many young men during the war.,その軍は戦争中に多くの若者を徴兵した。
